,0
hardwork,0
hardworking,0
hardy,0
hare,0
harker,0
harlem,3
harley,0
harm,0
harmed,0
harmful,1
harming,0
harmonica,0
harmonies,1
harmonized,1
harmony,0
harper,0
harris,1
harrisburg,0
harrison,1
harry,1
harsh,0
hartford,1
hartley,0
harvest,1
harvester,1
harvey,0
hasbro,0
hash,0
hastings,0
hat,1
hatch,0
hatching,0
hate,2
hater,0
haters,1
hates,0
hatfield,0
hating,0
hatred,0
hats,0
hatta,0
hatton,0
haughty,0
haul,0
haunt,0
haunted,1
haunting,0
hauntingly,0
haute,0
havana,0
havard,0
havent,0
havin,0
havoc,1
hawaii,2
hawaiian,0
hawk,1
hawking,0
hawkins,0
hawt,0
hay,0
hayden,0
hayek,0
hayward,0
hazard,1
haze,0
hazel,1
hazmat,0
hazy,0
hb,0
hbc,0
hbo,0
hd,0
hea,1
head,6
headache,2
headaches,0
headed,2
header,0
heading,0
headless,1
headlights,0
headline,0
headlines,0
headphone,1
headphones,1
headquarter,0
headquarters,0
heads,3
headset,1
headshots,0
headwear,0
heady,1
heal,1
healed,0
healer,0
healing,5
heals,0
health,32
healthcare,4
healthier,3
healthy,31
healy,0
heap,0
hear,9
heard,5
hearfelt,0
hearing,1
hears,0
hearsay,0
heart,10
heartbeat,0
heartbreak,0
heartbreaking,0
heartbroken,0
hearted,0
heartfelt,0
heartland,0
hearts,1
heartwarming,0
hearty,1
heat,0
heath,0
heathen,0
heathens,0
heather,0
heathrow,0
heating,0
heaven,1
heavenly,0
heavens,0
heavily,12
heaviness,1
heaving,0
heavy,5
heavyweight,0
heber,0
hebrew,0
heck,1
hectic,0
heed,0
heel,0
heeled,0
heels,0
hehe,0
hehehe,0
heidelberg,0
height,0
heightened,0
heights,4
heineken,0
heino,0
heist,0
helath,0
held,2
helena,0
helicopter,1
helicopters,0
hell,6
hella,1
hello,6
helmet,0
helmets,0
help,44
helped,1
helper,2
helpers,0
helpful,1
helping,4
helpless,0
helps,2
helsinki,0
helta,0
hemel,0
hemlock,1
hemp,2
hempstead,0
hen,0
hence,0
henderson,1
henley,2
henna,0
hennessey,0
hennessy,0
henny,0
henri,0
henrietta,0
henry,0
hepatitis,0
heppy,0
herald,0
heralded,1
herb,2
herbal,0
herbert,0
herbs,0
herculean,0
herd,2
hereafter,0
hereby,1
heres,0
heritage,1
hermes,0
hermits,1
hernandez,1
herne,0
hero,221
heroes,3
heroic,0
heron,0
heros,1
herpes,0
herrera,0
hertfordshire,0
herts,0
herzegovina,0
hesitancy,0
hesitate,0
het,0
heterosexuals,0
hew,1
hey,7
hgtv,1
hh,0
hhh,0
hi,3
hiatus,1
hibernation,0
hicks,0
hid,0
hidden,0
hide,1
hideaway,0
hideout,0
hides,0
hiding,0
hier,0
hieroglyphs,0
highbury,3
higher,3
highest,1
highland,0
highlands,1
highlife,0
highlight,0
highlighted,0
highlighting,0
highlights,1
highly,1
highs,0
highschool,0
highway,1
highways,0
hike,1
hiker,0
hikes,0
hiking,1
hilarious,1
hilary,0
hill,20
hillary,0
hilliard,0
hills,1
hillsboro,0
hillsborough,0
hilltop,0
hilton,0
himalaya,1
himalayan,0
himalayas,1
hind,1
hinder,0
hinders,0
hindi,0
hindrance,0
hindu,1
hinduism,0
hines,0
hinn,1
hint,0
hinterland,0
hip,0
hiphop,3
hippie,1
hippies,0
hippo,1
hippy,0
hips,0
hipster,0
hipsters,0
hire,1
hired,0
hiring,2
hispanic,0
hissing,0
historic,1
historical,0
histories,0
history,9
hit,10
hitch,0
hitchcock,0
hitler,0
hits,0
hitters,1
hitting,1
hiv,3
hive,0
hiya,1
hk,0
hm,0
hmm,0
hmmm,0
hmmmm,0
hmmmmm,0
ho,1
hoard,0
hoarding,0
hoax,1
hobart,0
hobbies,0
hobby,0
hoboken,0
hockey,0
hoe,0
hoes,0
hoffman,0
hog,0
hogan,1
hogwarts,1
hol,0
hola,0
hold,4
holding,3
holdings,0
holds,3
hole,2
holed,0
holes,1
holiday,2
holidays,0
holistic,0
holistically,0
holland,0
holler,0
hollering,0
hollis,0
hollow,0
holly,0
hollywood,2
holmes,0
holo,0
holocaust,0
hologram,0
holroyd,0
holt,0
holy,1
homage,0
homeboy,1
homecoming,0
homegrown,0
homeland,0
homeless,3
homelessness,1
homelife,9
homemade,8
homeowner,0
homeowners,1
homeownership,0
homer,0
homes,1
homesick,0
homesteading,0
hometown,0
homework,1
homicide,0
homie,1
homies,0
homilies,0
hommes,0
hon,1
honda,1
honduras,0
hone,2
honest,3
honestly,1
honesty,0
honey,3
honeymoon,0
hong,0
hongkong,1
honking,1
honks,0
honky,0
honolulu,0
honor,1
honorable,1
honored,0
honoring,0
honour,1
honourable,0
honoured,0
hoo,1
hood,1
hooded,0
hoodie,0
hoodies,0
hook,0
hooked,0
hooking,0
hooks,0
hookup,1
hoon,1
hoop,0
hoopla,0
hoops,1
hoopz,0
hoosiers,0
hooters,1
hop,0
hope,23
hopeful,1
hopefully,6
hopefulness,0
hoper,0
hopes,1
hoping,7
hopkins,1
hopped,0
hopping,0
hops,0
horace,0
horizon,0
horizons,0
hormones,0
horn,0
horns,1
hornsby,1
horny,0
horoscope,1
horowitz,0
horrendously,0
horrible,0
horribleness,0
horribly,0
horrid,0
horrific,1
horrifying,0
horror,2
horrormovies,0
horse,0
horseback,0
horseman,0
horsemanship,0
horses,0
horsey,0
horton,0
horus,0
hosing,1
hospice,0
hospital,5
hospitality,1
hospitalized,0
hospitals,5
host,5
hostage,0
hosted,1
hostel,0
hostile,0
hosting,0
hosts,0
hot,5
hotdog,0
hotel,4
hotels,0
hotline,0
hots,0
hottest,0
hottub,0
houdini,0
hound,1
hour,7
hourly,0
hours,12
house,24
housebound,1
housed,0
household,0
households,0
housekeeper,0
houses,0
housesitting,0
housewife,0
housework,0
housing,1
houston,6
hove,0
hovered,1
howard,0
howcome,0
howell,0
howl,0
howling,0
hows,0
howse,0
hoyo,0
hp,0
hq,0
hra,0
hrs,2
ht,0
html,0
hu,0
hua,0
hub,0
hubby,0
hubert,0
hudson,2
hue,0
hues,0
huff,0
hug,0
huge,2
hugely,0
hugging,0
hugo,0
hugs,0
huh,0
hui,0
hula,0
hull,0
hullabaloo,1
hulme,0
hulu,0
hum,1
human,5
humanism,0
humanitarian,0
humanity,5
humankind,0
humans,5
humble,2
humbled,1
humbling,0
humdrum,0
humidity,0
humiliating,0
humor,6
humour,0
hump,0
humphries,0
hun,0
hund,1
hundred,1
hundreds,0
hung,0
hungary,0
hunger,1
hungers,1
hungry,0
hunk,0
hunt,1
hunter,1
hunters,0
hunting,1
huntsville,0
hurdles,0
hurricane,0
hurry,0
hurt,0
hurting,0
hurts,1
husband,1
husbands,0
hush,0
husky,0
hussain,0
hustle,0
hustlers,0
hustles,0
hustling,0
hut,0
hutch,0
hutchinson,0
hv,0
hw,0
hwy,0
hyatt,0
hybrid,0
hyde,0
hyderabadi,0
hydes,0
hydrate,1
hygiene,4
hymn,0
hype,1
hyper,0
hyperbolic,0
hypnotic,0
hypocrisy,1
hypocrite,0
hysteria,0
hysterical,0
hysterics,0
hz,0
i,504
iain,0
iam,0
iba,0
ibanez,0
ibiza,0
ibrahim,0
ic,0
ica,0
icant,1
ice,1
iceberg,0
iced,0
iceland,0
icelandic,0
icey,0
icf,0
icon,1
iconic,0
icp,0
icu,1
icy,0
idaho,2
idea,3
ideal,0
ideally,0
ideas,2
identification,0
identified,0
identify,0
identifying,0
identity,0
ideologically,0
ideology,0
idiocy,0
idiot,2
idiotic,0
idiots,5
idk,1
idle,1
idling,0
idly,0
idolatry,0
idols,0
idris,1
ids,0
idyllic,0
ie,0
ies,1
ignite,0
ignition,0
ignorance,0
ignore,1
ignored,2
ignoring,0
iguess,0
ii,1
iii,1
iit,2
il,1
ile,0
illegal,0
illicitly,0
illinois,7
illiteracy,0
illiterate,0
illness,3
illnesses,0
illuminated,1
illuminati,0
illumination,0
illuminators,0
illustrated,0
illustration,2
illustrations,0
illustrator,2
im,3
image,3
images,4
imaginary,0
imagination,1
imaginative,0
imagine,1
imagined,0
imagines,0
imaging,0
imagining,1
imam,0
iman,1
imbibing,0
imc,0
imdb,0
imho,1
immaculate,0
immediate,2
immense,0
immensely,0
immerse,1
immigrant,0
immigrants,0
immigration,2
immoral,0
immortal,0
immune,9
immunity,2
imo,0
imovie,1
imp,0
impact,4
impacted,0
impacting,0
impacts,0
impassive,0
impatiently,0
impending,0
imperative,1
imperial,0
impersonation,0
impersonator,0
implement,2
implementation,2
implemented,0
implementing,0
implements,0
implicated,0
implication,0
implications,0
imploding,0
implore,0
importance,2
importantly,0
imported,0
imports,0
impose,0
imposed,0
imposition,0
impossible,3
impress,1
impressed,0
impressing,1
impression,0
impressionism,0
impressions,0
imprisoned,0
imprisonment,0
impromptu,0
improv,1
improve,1
improved,0
improvement,1
improvements,0
improves,1
improving,0
improvisation,0
improvise,0
improvised,0
imps,0
imran,0
ina,0
inability,0
inaccuracies,1
inactive,0
inaugurated,0
inbetween,0
inbound,1
inc,0
inca,0
incarcerated,1
incarnation,0
incas,0
incase,0
incense,0
incentives,0
inception,0
inch,2
inches,5
incident,0
incidents,0
incline,0
include,4
included,0
includes,6
including,5
inclusive,1
incognito,0
income,0
incoming,0
incompetence,3
incompetent,2
incomplete,1
inconvenience,0
incorporated,0
increase,6
increased,1
increases,2
increasing,0
increasingly,1
incredible,2
incredibly,1
incurable,0
indebted,0
indeed,0
indefinite,0
indefinitely,0
independence,0
independent,1
index,0
india,64
indian,6
indiana,15
indianapolis,1
indians,5
indicate,0
indicates,1
indie,0
indies,0
indigenous,1
indigo,0
indirectly,0
individual,2
individualism,0
individuality,0
individually,0
individuals,3
indo,0
indonesia,4
indonesian,0
indonesians,0
indoor,0
indoors,5
indra,0
induced,0
indulge,0
indulging,0
industrial,1
industrialists,1
industries,0
industry,5
ine,0
ineffective,1
inequalities,0
inequality,0
inequity,0
inevitable,0
inevitably,0
inexpensive,0
inez,0
infamous,0
infamously,0
infamy,0
infect,1
infected,6
infecting,1
infection,11
infections,0
infectious,0
inferiors,0
infested,0
infiltration,1
infinitely,0
infinity,0
inflation,0
inflicted,0
influence,0
influenced,0
influential,0
info,1
inform,1
informal,0
information,6
informations,0
informative,2
informed,1
infos,0
infra,0
infrastructure,0
infused,0
ing,0
ingalls,1
ingenious,0
ingenuity,0
ingredient,0
ingredients,1
inheritance,1
inherited,0
inhumane,0
inigo,0
iniquity,0
initial,1
initially,0
initials,0
initiated,2
initiative,1
initiatives,0
injected,1
injection,1
injections,0
injure,2
injured,1
injuries,0
injury,0
injustice,0
ink,3
inked,2
inkling,0
inman,0
inmate,0
inmates,1
inn,0
inna,0
innaccurate,2
inner,0
innocence,0
innocent,3
innovate,0
innovated,0
innovation,1
innovations,0
innovative,1
input,0
inquire,0
inquiries,0
inquiry,0
ins,2
insane,2
insanity,0
insecurity,1
insert,3
insider,0
insight,0
insightful,0
insights,0
insignia,0
insinuation,1
insinuations,0
insist,0
insomnia,1
inspection,0
inspiration,3
inspirational,0
inspirations,0
inspire,0
inspired,4
inspires,1
inspiring,0
inspite,0
install,2
installation,0
installations,0
installed,0
installing,0
installment,0
instance,0
instant,1
instead,7
instill,0
instilled,0
instilling,0
instinct,0
instincts,0
institute,2
instituted,0
institutions,2
instructing,0
instructions,1
instructor,0
instructors,0
instructs,0
instrument,0
instrumental,1
instrumentals,0
instruments,0
insulin,0
insurance,5
insure,0
int,0
intact,0
intake,0
integral,0
integrate,0
integrity,0
intellects,0
intellectual,0
intelligence,0
intelligent,1
intended,1
intending,0
intense,2
intensely,0
intensified,1
intensifies,1
intensity,0
intensive,1
intention,0
intents,1
interacial,0
interact,0
interacted,1
interacting,0
interaction,0
interactions,0
interactive,0
intercession,0
interchange,0
intercom,0
intercontinental,0
interest,0
interested,0
interesting,1
interestingly,0
interfere,0
interfering,0
interior,1
interiors,1
international,4
internationales,0
internet,1
interning,0
interrupt,0
interrupted,1
interrupting,1
interruption,1
intersection,0
interspersed,1
interstate,0
interstellar,0
intervals,0
intervention,0
interventions,0
interview,2
interviewed,0
interviewing,0
interviews,1
intimacy,0
intimate,0
intresting,0
intro,0
introduce,0
introduced,0
introducing,3
introduction,0
introvert,0
introverted,0
inundated,0
invade,0
invaded,0
invader,1
invaders,0
invading,0
invariably,0
invasion,1
invent,0
invented,0
invention,0
inventions,0
inventive,0
inventory,3
invesment,1
invest,3
invested,1
investigate,2
investigating,0
investigation,0
investing,1
investment,0
investments,0
investor,0
investors,0
invincible,0
invisible,1
invitation,0
invite,2
invited,0
invites,0
invoke,0
involve,0
involved,4
involves,0
involving,2
inward,0
ion,1
iot,0
iota,0
iowa,1
ip,1
iphone,9
ips,0
iq,1
iran,0
iraq,10
ireland,45
irene,0
iris,1
irish,1
irl,1
irmgard,0
iron,0
ironic,2
ironical,0
ironman,1
irony,1
iroquois,1
irrelevant,1
irrespective,0
irresponsible,0
irrigation,1
irritable,1
irritated,1
irs,0
irvine,4
irving,0
isa,0
isaacs,0
isaiah,1
ise,0
ish,2
isha,0
ishii,0
ishq,0
ishwar,0
isi,0
isiah,0
ising,0
isla,0
islam,0
island,6
islander,1
islands,0
isle,1
islington,1
ism,0
ismail,0
isnt,0
isolate,6
isolated,2
isolates,0
isolating,0
isolation,12
israel,1
israeli,2
isreal,0
iss,0
issue,1
issued,1
issues,4
issuing,0
ist,0
istanbul,0
italia,1
italian,1
italiano,1
italians,0
italien,0
italy,4
itch,0
itching,0
item,0
items,2
ithaca,0
itunes,0
iv,1
ivan,0
ivana,1
ive,0
ivy,1
ix,0
iz,0
izmir,0
j,5
ja,5
jaa,1
jaan,0
jab,1
jabs,0
jack,1
jacked,0
jacket,1
jackets,0
jackie,1
jackpot,0
jacks,0
jackson,1
jacksons,0
jacksonville,0
jaco,0
jacob,0
jaega,0
jago,1
jags,0
jah,13
jai,2
jaihind,0
jail,2
jailed,0
jails,1
jaime,1
jain,0
jaipur,4
jakarta,6
jake,0
jakob,0
jalapeno,0
jam,1
jamaica,4
jamaican,0
jamaicans,0
jamb,0
jambalaya,0
james,1
jameson,0
jamestown,1
jamie,0
jamison,0
jammed,0
jammin,0
jamming,0
jams,0
jan,0
jana,0
jane,0
janeiro,0
janes,0
janet,0
janitorial,0
janney,0
january,3
japan,23
japanese,0
jar,1
jared,1
jarjar,0
jars,1
jarvis,0
jasmine,0
jason,1
jatin,0
java,0
jaws,1
jax,0
jay,1
jaya,0
jayaraj,0
jayston,1
jazz,4
jbl,0
jc,0
je,0
jealous,0
jean,0
jeans,0
jeep,0
jeevan,0
jeff,0
jefferson,0
jeffrey,0
jehan,1
jehovah,0
jekyll,0
jello,1
jelly,0
jen,0
jenkin,0
jenkins,0
jenna,0
jennifer,1
jennings,0
jenny,3
jeremy,1
jericho,0
jerk,0
jerky,0
jerome,0
jerry,1
jersey,1
jerseys,0
jerusalem,2
jesse,0
jesus,1
jet,0
jetting,0
jewel,0
jewellers,1
jewellery,0
jewelry,0
jewels,0
jewish,2
jews,1
jfk,0
ji,3
jiggy,0
jigsaw,0
jim,0
jimenez,0
jimi,0
jimmy,0
jims,0
jin,0
jinn,0
jitsu,3
jj,0
jk,1
jl,0
jlo,1
jm,0
jo,0
joann,0
joanna,0
job,6
jobe,0
jobless,0
joblessness,0
jobs,1
jochen,0
jock,0
jocks,0
jodhpur,2
jodi,0
joe,1
joel,0
joes,0
joey,0
jog,0
joggers,0
jogging,2
joh,0
johannes,0
johannesburg,5
john,1
johnny,0
johns,0
johnson,2
johnstone,0
join,16
joined,0
joining,3
joins,0
joint,0
jojo,0
joke,3
joked,0
joker,0
jokes,2
joking,1
jokingly,1
joliet,0
jolla,0
jonas,0
jonathan,0
jones,0
jordan,0
jorge,1
jose,0
joseph,0
josephs,0
josey,0
josh,1
joshi,0
joshua,0
jour,0
journal,1
journalism,2
journalist,1
journalists,0
journals,0
journey,3
journeys,0
jovi,0
jowl,0
joy,1
joyce,1
joyeux,0
joyful,0
joyous,0
joyride,0
joys,0
jp,1
jr,0
js,0
jst,0
jt,0
ju,0
juan,0
jubilee,0
judah,0
judd,2
jude,0
judge,0
judged,0
judgement,0
judges,0
judging,0
judgmental,1
judicial,0
judith,0
judy,0
jug,0
juggle,0
juggles,0
juggling,1
juhi,0
juice,2
juices,1
juicy,0
julia,0
julian,0
juliana,0
julianne,0
julie,0
juliet,0
julio,0
julius,0
july,1
jumbo,0
jump,1
jumped,1
jumper,0
jumpers,0
jumping,0
jumps,1
jumpsuit,0
jumpy,0
junagadh,0
junction,1
june,2
jung,0
jungle,0
junior,0
junk,0
junky,0
junkyard,0
juno,0
junta,0
jupiter,0
jurassic,0
jury,0
jus,0
justice,0
justification,0
justin,0
jw,0
k,13
ka,0
kaat,0
kabuki,0
kabul,0
kahin,0
kahn,0
kai,0
kaif,0
kaiser,0
kaka,0
kalama,0
kalamazoo,0
kale,0
kam,1
kama,0
kambel,0
kampala,9
kampung,0
kanagawa,0
kanes,0
kannada,0
kano,8
kanpur,2
kansas,1
kanye,0
kao,0
kaos,0
kapadia,0
kapadokya,1
kapoor,0
kappa,1
kapper,0
kar,0
karachi,0
karaoke,2
karate,0
kareem,0
karel,0
karen,0
karfreitag,0
kari,0
karim,1
karla,0
karma,0
karo,0
karta,0
kasbah,0
kash,0
kashmir,2
kasturba,0
kata,0
kate,2
kathmandu,0
kathryn,0
kathy,0
katie,1
katrina,0
katy,0
kaun,0
kaushik,1
kay,0
kaya,0
kayak,0
kaye,0
kb,1
kc,0
ke,3
kearney,0
kebab,2
kee,0
keen,0
keener,0
keep,34
keeper,0
keepin,0
keeping,10
keeps,2
kei,1
keighley,0
keith,0
keli,0
kell,0
keller,0
kelly,0
kelowna,0
kemo,0
kemp,1
kemper,0
ken,0
kendall,0
kendrick,0
kennedy,0
kenner,0
kenneth,1
kenny,0
kent,1
kentucky,1
kenya,1
kenyatta,0
kept,5
kerala,8
kermit,0
kerry,0
kershaw,0
ketchum,1
ketchup,1
kettle,1
kev,0
kevin,0
kewl,0
key,2
keyboard,0
keyboards,1
keynes,0
keys,2
keystone,0
kfc,1
kg,1
khan,1
khanna,0
kheir,0
kho,0
khushi,0
ki,0
kia,1
kiara,0
kick,4
kickass,0
kickball,0
kickboxing,0
kicked,2
kicker,0
kickin,0
kicking,5
kickoff,0
kicks,1
kid,3
kidding,1
kiddo,0
kiddos,0
kidney,5
kidneys,3
kids,12
kiel,0
kiki,0
kilimanjaro,0
kilkenny,0
kill,11
killa,0
killarney,1
killbill,0
killed,4
killer,1
killers,0
killin,1
killing,1
killings,0
kills,1
kilo,0
kilpatrick,0
kim,0
kimberley,0
kimono,0
kin,0
kind,4
kinda,3
kinder,0
kindergarten,1
kindest,0
kindle,0
kindly,3
kindness,1
kinds,0
kinetic,1
king,3
kingdom,21
kingmaker,0
kings,1
kingston,0
kink,0
kinks,0
kinshasa,0
kirby,0
kiss,1
kissed,0
kisser,0
kisses,0
kissing,0
kit,1
kitch,0
kitchen,8
kitchener,0
kite,0
kits,2
kitten,2
kittens,0
kittredge,1
kitty,0
kiwi,0
klara,0
kleine,0
km,7
kmart,1
kms,1
knack,0
knee,1
kneel,1
kneeling,1
knees,0
knew,2
knicks,0
knife,0
knight,0
knights,0
knit,0
knitted,0
knitting,0
knives,0
kno,0
knob,0
knock,3
knockdown,1
knocked,0
know,50
knowing,1
knowingly,0
knowledge,1
known,4
knows,3
knoxville,0
knuckle,0
knucklehead,0
knut,1
ko,1
kobe,0
koch,0
kodak,0
kohli,0
kok,1
koko,0
kolkata,2
kombat,0
komodo,0
kondo,0
kong,0
kono,0
koolaid,0
korea,4
korean,0
korn,0
korngold,0
kosher,0
koster,0
koto,0
koyuki,0
kp,0
kraftwerk,0
krazy,0
kris,0
krishna,0
kristen,1
kristian,1
kroger,1
krogers,0
krzyzewski,0
ks,1
ksa,1
ktla,0
ku,1
kuala,0
kubo,0
kuch,0
kudos,0
kumar,0
kumquat,0
kung,0
kungfu,0
kunst,0
kuntz,1
kush,0
kushner,0
kuwait,0
kwame,0
kwon,0
ky,0
kya,0
kyle,0
kylie,0
kyoto,0
l,5
la,10
lab,3
label,0
labelled,0
labelling,0
labels,0
labor,1
laboratories,0
laboratory,1
labour,0
labourers,0
labours,0
labrador,3
labs,0
labyrinth,0
lace,0
laced,2
laces,1
lacey,0
lack,5
lackadaisical,0
lacking,0
lacrosse,0
lad,0
ladakh,2
ladd,0
ladder,0
ladened,1
ladies,0
ladle,0
lads,1
lady,2
lafayette,0
lafferty,0
lafia,1
lager,0
lago,0
lagoon,0
lagos,17
lagrange,0
laguna,1
lah,0
laid,0
laidback,0
laik,0
laila,1
lain,0
lair,0
lait,0
lake,5
lakers,0
lakes,1
lakeside,0
lakeview,0
lakhs,1
lamb,1
lambeth,0
lamborghini,0
lambs,0
lame,0
lamma,0
lamp,0
lamps,1
lana,1
lancashire,0
lancaster,0
lance,0
lancing,0
land,5
landed,0
landen,0
landes,1
landing,1
landings,0
landlord,1
landlords,0
landmark,0
landover,0
landscape,4
landscapes,0
landscaping,1
lane,2
lanes,2
lang,0
langa,0
lange,0
langley,0
language,1
languages,0
lanka,0
lansing,0
lantern,0
lanterns,0
lap,0
laps,0
lapse,1
laptop,0
laptops,0
lara,0
laramie,0
laredo,0
larger,0
largest,1
largo,0
lark,0
larry,1
las,3
lasagna,0
laser,2
lash,0
lashes,0
lashings,1
lasted,1
lasts,0
lat,1
late,6
lately,2
latenight,0
lateral,0
latest,11
latex,0
latin,2
latina,0
latino,4
latt,0
latte,0
latter,1
lattes,0
lattice,0
latvia,0
lauded,0
lauderdale,0
lauds,1
laugh,3
laughed,0
laughing,1
laughlin,0
laughs,0
laughter,3
launch,1
launched,1
launches,0
launching,0
laundromat,0
laundry,0
laura,0
lauren,0
lavender,0
lavigne,1
law,6
lawn,0
lawrence,0
lawrenceville,0
laws,1
lawsuit,0
lawton,0
lawyer,0
lawyers,0
lax,0
laxmi,0
lay,0
layer,3
layers,1
laying,0
layla,0
layman,0
layoff,0
layout,0
layover,0
lays,0
lazarou,0
lazy,1
lb,0
lbs,0
lds,0
le,3
lead,3
leader,0
leaders,0
leadership,4
leading,3
leads,2
leaf,1
league,1
leah,0
leak,0
leakage,0
leaked,0
leaking,1
lean,0
leander,1
leandro,0
leaning,0
leap,1
learn,12
learned,2
learner,0
learning,3
learnt,0
lease,1
leash,0
leather,0
leave,7
leaves,2
leaving,2
lebanese,0
lebanon,0
leben,0
lebron,1
lecture,0
lecturing,0
led,2
ledge,1
lee,1
leeds,1
leek,0
leena,1
leer,1
lees,0
leesville,0
leftover,0
leftovers,0
lefty,0
leg,4
legacies,0
legacy,0
legal,5
legalise,0
legally,1
legend,1
legendary,1
legends,1
legged,0
legislation,0
legit,1
lego,4
legolas,0
legs,1
leia,0
leica,1
leicester,0
leif,0
leighton,0
leipzig,0
leisure,0
leith,1
lek,0
lemme,2
lemon,4
lemonade,0
lemons,2
lenders,0
lending,0
length,2
lengths,0
lengthy,0
lenoir,0
lens,0
lenses,0
lent,0
lento,0
leo,2
leon,0
leonards,0
leone,1
leotard,1
lepage,0
leprechaun,0
ler,0
les,2
lesbian,1
lesson,0
lessons,4
lethal,0
lethargic,0
lets,5
letter,3
letterbox,0
letters,0
letting,7
level,4
leveler,0
leveling,1
levels,1
levi,0
levity,0
levy,0
lewis,1
lexicon,0
lexington,0
lexx,0
lgbt,6
lh,1
li,0
liabilities,1
liable,0
liam,0
liars,0
lib,0
liberal,0
liberate,1
liberation,0
liberia,0
liberty,0
libra,1
libraries,0
library,0
licence,0
license,0
licensed,0
licenses,1
licht,1
licious,1
lick,0
lickin,1
licking,1
lidl,0
lie,1
liebe,0
lieber,0
lief,0
lier,1
lies,5
lieutenant,0
life,290
lifeline,2
lifer,0
lifers,0
lifes,1
lifesaver,0
lifestyle,4
lifetime,0
lift,3
lifted,2
lifting,2
lifts,1
light,11
lighted,1
lighten,1
lighter,1
lighters,0
lighthouse,1
lighting,1
lightly,0
lightness,0
lightning,2
lights,0
lightweight,0
liked,0
likelihood,0
likely,5
likeness,0
likes,1
liking,0
lil,6
lilies,0
lily,0
lima,0
limber,0
limbo,1
lime,5
limit,6
limitations,0
limited,17
limits,0
lincoln,0
linda,0
linden,0
lindsey,0
line,8
lined,1
liners,0
lines,8
lineup,0
lingerie,0
lingering,0
linguine,0
lining,1
link,24
linked,1
linking,0
links,0
linz,0
lion,1
lioness,1
lions,0
lip,0
liposuction,0
lips,0
lipstick,0
lipsync,0
liquid,2
liquor,2
liquors,1
lisa,0
lisboa,0
lisbon,0
liss,0
list,3
listed,1
listen,8
listened,0
listener,0
listening,5
listing,1
listings,0
lists,1
lit,1
lite,0
literacy,0
literal,0
literally,3
literate,0
literature,0
lithuania,0
litigation,1
litter,0
litterally,0
littered,0
liu,1
live,36
lived,0
livelihood,0
livelihoods,0
lively,0
liver,2
liverpool,3
livery,0
lives,7
livestock,0
livin,1
livvy,0
liye,2
liz,1
liza,0
lizard,0
lizards,0
lize,0
ll,21
llc,14
lm,0
lmao,0
lmfao,1
ln,0
lo,0
load,0
loaded,2
loading,0
loads,0
loaf,0
loafers,0
loan,0
loaned,0
loans,1
lobby,0
lobster,2
loc,0
local,10
locally,1
locals,0
locate,1
located,0
location,4
locations,1
loch,2
lock,117
locked,33
locking,0
locks,0
lockup,0
lockwood,0
locomotive,0
locust,0
locusts,0
lodge,0
lodging,0
lodi,0
loft,2
lofts,0
lofty,0
log,1
logan,0
logic,0
logical,0
login,0
logistics,0
logo,0
logon,0
logos,0
loins,1
lol,13
lola,0
lolol,0
loma,0
lombard,1
lombardi,0
lona,0
london,24
lone,1
loneliness,0
lonely,0
loner,0
longer,4
longest,0
longhair,0
longing,0
longtime,1
lonliness,0
lonsdale,0
loo,0
look,17
lookalike,0
looked,1
lookin,0
looking,18
lookout,0
looks,16
looming,0
looney,1
loop,0
loops,0
loopy,0
loose,0
loosely,0
loosen,0
loosing,0
lopez,0
lord,4
lords,1
lordship,0
loren,1
lorenzo,0
los,13
lose,5
losers,0
loses,0
losing,1
loss,0
lossed,1
losses,0
lost,1
lot,13
lotion,1
lotr,0
lots,3
lotta,0
lotte,0
lottery,0
lotto,0
lotus,0
loud,0
louder,0
louis,0
louisa,0
louisiana,4
louisville,1
lounge,2
lounging,0
louvre,0
love,35
lovebirds,0
lovecraft,0
lovecrafts,0
loved,10
lovelife,1
loveliness,0
lovell,0
lovely,5
lover,0
lovers,1
loves,0
lovestory,0
lovin,0
loving,2
lovingly,0
low,15
lowbrow,0
lowdown,0
lowe,3
lower,0
lowered,0
lowering,0
lowes,0
lowest,0
lowkey,0
lows,0
loyal,1
loyalty,0
lp,0
ls,0
lt,1
ltd,0
ltr,1
lubbock,0
lube,0
lucas,0
lucasfilm,0
lucia,0
lucie,0
lucien,0
luciferian,0
lucius,0
luck,0
luckely,0
luckiest,0
luckily,1
lucky,1
lucy,1
ludo,0
luggage,0
luis,1
luke,1
lul,0
lullaby,0
lulls,0
lumberjack,0
luminous,0
lumpur,0
luna,0
lunar,0
lunch,3
lunched,1
lunchtime,0
lunchtimes,0
lund,0
lung,0
lunge,0
lunges,1
lungs,4
lupus,0
lure,0
lures,0
lurking,0
lush,0
lushness,0
lust,0
luster,0
lusty,0
lutheran,1
luv,0
lux,0
luxembourg,0
luxury,1
luz,1
lv,0
lve,0
ly,0
lyf,0
lying,10
lyle,1
lyman,0
lyme,1
lyndhurst,0
lynn,0
lyric,0
lyrical,1
lyricism,0
lyricist,0
lyrics,2
m,85
ma,7
maa,1
maars,0
maas,0
mac,0
macao,0
macarena,0
macaroni,0
macbook,0
macdonalds,0
macedonia,0
machado,0
mache,0
machina,0
machine,1
machines,0
machu,0
macro,0
macy,0
mad,3
madam,0
maddie,1
